Text,Label
"This backdrop means creaky capital structures will be under pressure, especially those with challenged margin expectations It is too early to just buy all risk assets across the board.",0
"Rather, an allocator should focus on long-term attractive valuations in key areas such as Small-Cap Equities, unlevered Private Credit, Real Estate Debt, and select parts of High Yield and Investment Grade Debt.",0
Defendable margins will be key across all asset classes.,0
"We are growing more convinced that the worker shortage in the United States is structural in nature, given the intersection of demographic trends and pandemic- related behavioral changes.",0
"All told, in the YOU.S., for example, we think the labor force is missing about four million workers, with only about half likely to return at some point.",0
"So, we concur with Chairman Powells view that the labor market is out of balance. This realization is part of our thesis that structurally higher inflation is the new normal and will be stickier for longer.",0
"We favor automation, digitalization, and family care services, all of which help to address the current labor shortage.",0
We also think it is more important than ever for management teams to be aligned with their workforces.,0
House Prices Under Pressure.,0
Housing is one of the most direct ways that central banks have been able to slow growth.,0
"In the YOU.S., for example, we now forecast home price depreciation of minus five percent in both 2023 and 2024, respectively.",0
"Previously, we had assumed modest home price appreciation in our annual forecasts.",0
Household net worth is falling faster this cycle than any other cycle on record ( Exhibit 27 ).,0
"As such, being right that unemployment does not spike is a key underpinning to our overall macro thesis.",0
"Remember we have unemployment in the YOU.S. increasing trough to peak by 1.4%, compared to an average of 3.7% during recessions.",0
"Goods Deflation, Services Inflation.",0
"We have higher conviction in our goods deflation thesis; at the same time, we believe that inflation has shifted to the services arena and will stay higher for longer.",0
Our long exposures remain much more tilted towards Services than Goods.,0
"We continue to forecast a recession in the Goods sector in 2023, partially offset by an increase in global Services spending.",0
Asynchronous Recovery.,0
It is too simplistic in our view to simply talk about one synchronized global economy.,1
Asias inflation and monetary policy profiles are now wildly different than the Wests.,0
"Meanwhile, the YOU.S. is food and energy independent at a time when Europe and Emerging Markets are experiencing an unprecedented war shock. Despite our view that the YOU.S. dollar is peaking, our models still do not show Emerging Markets as a high conviction Buy.",0
"As such, we continue to favor selectivity across regions.",0
"For example, we like corporate carve-outs in Korea and Japan, and we favor higher growth markets such as India and Vietnam.",0
Real Rates.,1
"Despite near record tightening, we see real rates staying below three percent this cycle.",0
"By comparison, the Fed brought real rates above three percent at least one time each decade from the 1960s through the early 2000s.",0
Our base case has fed funds reaching 5.125% in mid-2023 be- fore settling in at 4.875% by year end.,0
The market is much more bullish on the Fed accelerating rate cuts in late 2023/2024.,0
"Meanwhile, in Europe, we forecast the ECB to boost short rates to 3.5% in 2023 through the end of 2024.",0
We expect a longer- term neutral rate closer to 2.25% in Europe.,0
 WWW.KKR.COM 7 INSIGHTS: OUTLOOK FOR 2023: KEEP IT SIMPLE We also want to mention that 2023 will feel a lot different than 2022.,0
We note the following: 1 The pace of central bank tightening is likely peaking.,0
"The percentage of the top 25 global central banks that will be tightening by the end of 2023 will likely be closer to 12%, compared to around 84% in the fourth quarter of 2022.",0
"2 After surging to double-digit levels post pandemic, we see nominal GDP growth cooling in 2023 .",0
We expect YOU.S. nominal GDP to fall to 4.2% in 2023 from 9.9% in 2022.,0
This is a big drop and likely means that duration becomes less of a cycle risk over the next 12 months.,0
3 We forecast that YOU.S. real wage growth will likely turn positive in 2023.,0
"If we are right and unemployment lags versus other cycles, we do States.",0
not envision a 2008-type downturn in the United 4 We no longer see the USD as a safe haven.,0
"We expect the recent dollar downtrend to continue in 2023, and as such, we are looking for hedges that will perform if the YOU.S. dollar actually weakens further than expected.",0
5 The negative impact of inflation will shift from resetting upward the risk-free rate in 2022 to putting pressure on corporate profits and consumer balance sheets in 2023.,0
"If we are right, then longer-term rates may peak temporarily as earnings disappoint.",0
6 Chinas re-opening in 2023 helps Asia get out of its growth funk.,0
We have growth above consensus in both 2023 and 2024.,0
We think Chinas shift in its zero COVID-policy leads to a run of better growth in Asia by the middle of next year.,0
"Our bottom line: As we enter 2023, it is important to note that we still live in a world where both investors and corporations are struggling to accurately price the cost of capital across different parts of the economy as well as different parts of the capital structure.",0
"Therein lies the opportunity, we believe .",0
"In terms of key signals we are watching to pick up the pace of deployment, the following three data points are top of mind.",0
"See below and SECTION III for full details, but we think that all of these may happen sometime in mid-2023: 1.",1
"The Fed stops tightening as inflation comes under control, and in doing so, it further cools the YOU.S. dollar (Exhibit 2).",0
Earnings estimates trough (remember though that overall earnings tend to bottom six to nine months after markets do.),0
"We enter a technical recession in the United States during 2023 (markets tend to bottom about half way through a recession, see Exhibit 90) .",0
"Exhibit 1 The Supply/Demand Dynamics Across the Capital Markets Have Become Quite Favorable for Lenders Who Have Capital Dec-07 6.9% Jun-09 1.2% Jul-12 3.6% July-16 3.4% July-21 8.3% Nov-22 1.9% 0% 1% 2% 3% 4% 5% 6% 7% 8% 9% 2007 2008 2009 2010 2011 2012 2013 2014 2015 2016 2017 2018 2019 2020 2021 Capital Markets Liquidity (TTM) as a % of GDP (IPO, HY Bond, leveraged Loan Issuance) LT average: 4.8% Data as at November 30, 2022.",0
"Source: Bloomberg, BofA.",1
 8 WWW.KKR.COM INSIGHTS: OUTLOOK FOR 2023: KEEP IT SIMPLE Exhibit 2 The Dollar Became Over-Extended in 2022.,0
"Its Reversal, We Believe, Will Be an Important Positive for Risk Assets Over Time Oct-78 -12.6% Mar-85 31.1% Jun-95 -12.4% Feb-02 16.2% Jul-11 -16.3% Nov-22 14.1% Average +1 1 +2 2 -30% -20% -10% 0% 10% 20% 30% 40% 70 75 80 85 90 95 00 05 10 15 20 25 Real Broad Trade-Weighted YOU.S. Dollar REER: % Over (Under) Valued ?",0
"Data as at November 30, 2022.",1
Source: Bloomberg.,1
"Exhibit 3 At 85 Cents on the Dollar, High Yield Bond Prices Are Now at Levels That Suggest Much Stronger Performance Lies Ahead 0.6% 3.7% 6.3% 13.3% 19.9% 27.0% 105 or above 100 - 105 95 - 100 90 - 95 85 - 90 Below 85 12-Month Forward Returns Based on Historic Ice BofA HY Index Price Levels, % Current levels HY Index Prices Over the Past 10 Years.",0
"Number of Days at Each Range, % for Each Period 105 or above 100 - 105 95 - 100 90 - 95 85 - 90 Below 85 184 days 1,220 days 896 days 190 days 101 days 20 days 7.0% 46.7% 34.3% 7.3% 3.9% 0.8% Data as at October 31, 2022.",1
Source: Bloomberg.,1
"Exhibit 4 Risk Assets Typically Perform Well Once Equity Markets Have Sold Off 25% or More 19.1% 10.2% 10.4% 9.7% 7.4% 7.3% 90% 89% 100% 0% 20% 40% 60% 80% 100% 0% 5% 10% 15% 20% 25% 1yr 3yr Annualized 5yr Annualized After 25% Drawdown All Comparable Periods Hit rate (RHS) Median S&P 500 Price Return After >25% Drawdown, Based on 10 Drawdowns Since 1940 Note: 3-year and 5-year annualized returns are based on nine episodes only since the 2020 drawdown was too recent.",0
"Data as at September 30, 2022.",1
"Source: Bloomberg, KKR Global Macro & Asset Allocation analysis.",1
"In terms of key themes, we note the following: Buy Simplicity Not Complexity at this Point in the Cycle.",1
"When markets get expensive, we have often favored complexity over simplicity to avoid overpaying (see Play Your Game: Outlook for 2020 ).",0
"This current period, however, is not one of those times.",1
"When it comes to Credit, investors should buy high quality credits and mortgages where the company or collateral is cash flowing.",0
"For cross-over funds, we particularly like preferred or convertible security offerings that plug a financing hole, especially where there is an incentive to get called away within a few years and/or pay down the debt.",0
"Within Equities, small cap stocks are cheap by almost all metrics, and on a currency adjusted basis Real Estate in the UK and many sectors in Japan (banks and certain multinationals in particular) are cheap, we believe.",0
"By comparison, now is not the time to try to call the bottom on unprofitable Tech or lend to a zombie company to capture an additional 100-200 basis points of yield.",0
 WWW.KKR.COM 9 INSIGHTS: OUTLOOK FOR 2023: KEEP IT SIMPLE Real Assets: We Still Favor Collateral-Based Cash Flows and Continue to Pound the Table on this Theme.,0
"Our proprietary survey work suggests that because too many investors are still underweight Real Assets in their portfolios, there remains a high degree of latent demand for this asset class across insurance companies, family offices, and endowments and foundations.",0
"Moreover, the fundamentals are compelling, especially on the Energy, Asset-Based Finance, Real Estate Credit, and Infrastructure sides of the business.",0
"Also, as we detail below, we think that Real Assets, and Energy in particular, could be a really important hedge if the dollar is not as strong in 2023.",0
Ongoing Labor Shortages Will Only Accelerate the Trend Towards Automation/Digitalization.,0
"With labor costs soaring amidst sluggish demographics, a dearth of trained workers for key sectors, a lower participation rate and less immigration, we think that corporations will focus increasingly on technology-driven productivity gains.",0
"To this end, we recently saw robots working in both Heathrow Airport and a restaurant in Tokyo.",0
"Without question, we are still in an era of innovation, and think that the pace of disruption will only accelerate, particularly as it relates to technological change across multiple industries faced with increasing labor costs.",0
"So, if history is any guide, worker scarcity will inspire another era of automation discoveries including a greater focus on worker re-training ( Exhibit 6 ).",0
"Exhibit 5 We See a Structural Labor Shortage That Emerged During COVID in Key Markets Such as the United States 155,000 160,000 165,000 170,000 175,000 180,000 185,000 2020 2021 2022 2023 2024 2025 2026 2027 Pre-COVID Trend and KKR GMAA Forecast of YOU.S. Labor Force Size, 000s Pre-COVID Trend Base Case High Case Low Case Data as at December 31, 2021.",0
"Source: Congressional Budget Office, Haver Analytics, KKR Global Macro & Asset Allocation analysis.",1
"Exhibit 6 Worker Shortages Have Consistently Created New Opportunities Around Automation -4% -2% 0% 2% 4% 6% 8% 10% 0.5% 1.5% 2.5% 3.5% 4.5% Labor productivity (2-year lag) Data as at May 15, 2019.",0
"Source: United Nations, Department of Economic and Social Affairs, Population Division, World Urbanization Prospects, Haver Analytics.",1
"With labor costs soaring amidst sluggish demographics, a dearth of trained workers for key sectors, a lower participation rate and less immigration, we think that corporations will focus increasingly on technology-driven productivity gains.",0
 10 WWW.KKR.COM INSIGHTS: OUTLOOK FOR 2023: KEEP IT SIMPLE Resiliency: The Security of Everything.,0
"Recent travels across Asia, Europe, and the YOU.S. confirm that, as my colleague Vance Serchuk often reminds me, we have shifted from a period of benign globalization to one of great power competition.",0
"This shift is a big deal, and it means that countries, corporations, and even individuals will need to build out more redundancy across not only energy but also data, food, pharma, technology, water, and transportation.",0
"These sectors and their supply chains will be subject to greater geopolitical oversight, in terms of both industrial policy intended to build national providers of these services and also scrutiny of foreign investment and resiliency of supply chains.",0
"Also, almost all aspects of defense spending are poised to surge, we believe.",0
"All told, our security of everything concept represents hundreds of billions of dollars in opex and capex that may help to cushion the blow of the global economic slowdown we are experiencing.",0
Exhibit 7 CEOs Are Actively Exploring Domestic Sourcing and Production in Their Reevaluation of Supply Chain Security 83% 68% 61% 59% 58% 53% 30% 4% 4% Increased Inventories Increased Hiring Utilized Alternate Modes of Transportation Production Reevaluated Entire Supply Chain Redesigned Product Line Other None of the Above How Has Your Company Responded to Current Supply Chain Challenges?,0
"Data as at April 22, 2022.",1
"Source: National Association of Manufacturers, Melius Research.",1
"Exhibit 8 Global Supply Chains Will Become Both More Diversified and More Resilient 16% 22% 26% 33% 34% 36% 37% 45% the United States implemented Excluded from bids or tenders due to status as American company Increased scrutiny from regulators in the United States Impacts of nationalism in consumer decisions Increased scrutiny from regulators in China Delay or cancellation of investment in China Shifts in suppliers or sourcing due to uncertainty of continued supply Lost sales due to customer uncertainty of continued supply Impacts of YOU.S.-China Trade Tensions, % Data as at November 30, 2022.",0
Source: 2022 YOU.S.-China Business Council Survey.,1
The Energy Transition Remains a Mega-Theme.,0
This theme is probably as massive as the Internet opportunity was around the turn of the century.,0
It will likely lead to the same variety of outcomes and bifurcation in results think Pets.,0
coms bankruptcy versus Amazons success.,0
"Said differently, there will be both winners and losers as this mega-theme unfolds, though the generosity of the recent Inflation Reduction Act should lead to more winners than losers in the United States, we believe.",0
"Interestingly, though, while the Internet was a deflationary global force, the energy transition is an inflationary one .",0
"Most commodities required to support growth in onshore wind, offshore wind, batteries, etc., need a lot of energy to mine and process.",0
"Moreover, many of these commodities are sourced from unstable areas of the globe.",0
"Around 65% of the total global refining of such commodities, including lithium (72%), cobalt (71%), and manganese (99%) is now done in China at a time when YOU.S.-China",1
 WWW.KKR.COM 11 INSIGHTS: OUTLOOK FOR 2023: KEEP IT SIMPLE tensions are running hot.,0
"Finally, the energy transition will need to address energy security and affordability as well as sustainability, which will impact its direction and speed.",0
"Exhibit 9 Critical Components Needed for the Energy Transition Will Likely Make This Transition a Bumpy One 0 2000 4000 6000 8000 10000 12000 14000 16000 Natural Gas Coal Nuclear Solar PV Onshore Wind Copper Lithium Nickel Manganese Cobalt Zinc Graphite Rare Earths Silicon Others Data as at May 4, 2022.",0
Source: IEA.,1
"Exhibit 10 Total Annual Capital Investment in a Net Zero Global Emissions Scenario for Energy Will Rise From 2.5% of Global GDP to About 4.5% by 2030 1 2 3 4 5 '16-20 2030 2040 2050 Annual Average Capital Investment in Net Zero Emissions, US$ Trillions (2019) Buildings Transport Industry Infrastructure Electricity generation Fuel production 2030-2050 are estimates.",0
Data as at April 2021.,1
"Source: Goldman Sachs Global Investment Research, IHS Global Insight.",1
Normalization: Revenge of Services.,1
"For the better part of two years now we have been suggesting that YOU.S. consump- tion would eventually normalize, with Services gaining wallet share at the expense of Goods.",0
"That call has largely been the right one over the last year, and we think it will continue to play out in 2023.",0
"Given that YOU.S. Goods buying is still run- ning seven percent above trend (down from a peak of 17% in 2021) and Services is running one percent below trend (up from six percent below in 2021), we continue to support flip- ping exposures towards Services, which we now think could run ahead of trend for several more years.",0
"In Asia, for example, the economy is now just opening up, and as a result, Services activity is still well below pre-COVID levels.",0
"As such, if the YOU.S. is a precursor to what other economies will experience, sectors such as tour- ism, health and beauty services, and entertainment still have a long way to go internationally, we believe.",0
"For the better part of two years now we have been suggesting that YOU.S. consumption would eventually normalize, with Services gaining wallet share at the expense of Goods.",0
"That call has largely been the right one over the last year, and we think it will continue to play out in 2023.",0
" 12 WWW.KKR.COM INSIGHTS: OUTLOOK FOR 2023: KEEP IT SIMPLE Exhibit 11 The Pandemic Catalyzed a Shift Into Goods Over Services, Which Is Now Reversing 80 90 100 110 120 130 140 150 160 2011 2012 2013 2014 2015 2016 2017 2018 2019 2020 2021 2022 YOU.S. Real Spending on Goods and Services Relative to Pre-Pandemic Trend (Index, 2012=100) Goods Services Goods consumption remains 7% above pre-pandemic trend Services still running 1% below pre-pandemic trend Data as at November 30, 2022.",0
"Source: BEA, Haver Analytics.",1
"Exhibit 12 Job Gains Are Shifting to Services -50 0 50 100 Construction Manufacturing Mining & Logging Transport & Warehouse Retail trade Professional Svs Leisure & Hospitality 6m average (Pre-Covid) Latest Payroll Growth: Major Services and Goods Sectors (Change '000) Data as at December 2, 2022.",0
"Source: YOU.S. Bureau of Labor Statistics, Haver Analytics.",1
"In terms of Picks and Pans, we note the following: PICK (SAME) Simple Credit looks attractive to us.",0
"True, spreads have not blown out like in 2008, but the risk-free rate now embeds a lot of bad news, and absolute yields look extremely attractive in a world that we think argues for lower overall returns for most portfolios during the next 5-10 years.",0
"At the moment we like high quality municipal bonds, mortgages, CLO IG /A-AAA liabilities, senior direct lending, etc.",1
"See our relative value discussion in SECTION III Question #1 for full details, but we want to be a liquidity provider when others cannot.",1
PICK (NEW) Distinct sector selectivity within public markets .,0
"From a public market sector perspective, we favor Energy, Industrials (including Defense names), and Big Pharma at the expense of Large Cap Technology and any unsecured lending across Financials and/or Consumer sectors.",0
"PICK (NEW) The Russell 2000 is at an attractive entry point for long-term investors, in our view.",0
"All told, the Russell 2000s next 12 months P/E ratio has fallen to 10.8x, its lowest level since 1990 and 30% below its long-term average.",0
"On a relative basis, the Russell 2000s next 12 months P/E is trading at the lowest level versus large-cap stocks since the Tech Bubble.",0
PICK (NEW) International hard assets.,1
"Many global currencies are still on sale, and as such, we think that strategic buyers are going to start shopping overseas for hard assets, especially in the Real Estate and Infrastructure sectors.",0
"Therefore, we believe allocators will need to move quickly to acquire quality Real Estate assets in key metro markets such as London, Paris, and Tokyo.",0
"We also like fiber and data plays across most parts of the world, a theme we have been aggressively playing through our Infrastructure allocations at KKR.",0
"See below for details and Exhibit 2 above, but we view the current period as a unique opportunity where, on a dollar adjusted basis, hard assets in many parts of both Europe and Asia still look quite attractive.",0
" WWW.KKR.COM 13 INSIGHTS: OUTLOOK FOR 2023: KEEP IT SIMPLE PICK (NEW) Cyclical hedges that might work as the dollar weakens, including select THEM and Commodities, such as Oil and Copper.",0
"Our travels and conversations with CIOs lead us to believe that most investors, regardless of region, are overweight dollar-based assets.",0
"This decision has been the right one in recent years, but the technical picture makes us want to add some spice in the form of out of the money copper and/or oil calls, or some beaten down THEM where we like the long-term fundamentals (e.g., Vietnam).",0
PICK (NEW) Dividend yielding and growing Equities.,0
"As those who have followed our work know, we have been advocating owning rising earnings and rising dividend stories over different periods over the last twenty years.",0
"Now is one of those periods, we believe.",0
"To be clear, we do not favor just high dividend yields.",0
"Rather, we favor companies with rising free cash flow that allows them to consistently increase their dividends and earnings per share.",0
"See our note The Uncomfortable Truth for further details, but one could also just buy the Dividend Aristocracy basket and call it a day.",0
"PICK (NEW) Non-correlated assets should be added at the expense of traditional long/short hedge funds, we believe.",0
Too many allocators are still overweight long/short equity funds in their hedge fund portfolios.,0
Our base view is that more CIOs should be concentrating their book in hedge fund managers that can provide non-correlated returns to equity markets.,0
We also think that allocators should align with managers that stay in their lanes in terms of liquidity.,0
"Indeed, as we learned in our recent endowment and foundation survey (see The Times they Are a-Changin ), many CIOs now own illiquid hedge fund portfolios in their liquid books.",0
PICK (NEW) Private Vintages.,1
"As we show in Exhibit 18 , the value of the illiquidity premium tends to increase in bumpy markets.",0
"Linear deployment is essential to portfolio construction in the private markets, and one of our key messages for 2023 is to lean into both Private Equity and Private Credit right now.",0
PAN (NEW) Begin to sell USD.,0
"Despite the USD coming back towards earth in recent weeks, we still think the dollar is overbought and over-owned.",0
"It clearly has been the right call to own dollar assets for several years ( Exhibits 2, 99, and 100 ).",0
"However, we feel that this trade has begun to turn.",0
"We like JPY as a long against the dollar as well as some higher yielding, higher quality THEM currencies.",0
"Tactically, we also think the EUR may have bottomed.",0
"PAN (SAME) Similar to last year, we are still cautious on large cap Technology .",0
"This sector is valuation challenged at a time when fundamentals, especially around online advertising and social media, are still deteriorating and competition is increasing.",0
"At the same time, we continue to think that globally, greater government regulation of Tech is increasingly on the table at a time when global geopolitical competition is heating up.",0
"See below for details, but once a sector peaks at over 20% of an index, it tends to badly underperform over the next three to five years.",0
"PAN (NEW) Select parts of the Banking sector, particularly those tethered to floating rate mortgages.",1
There are several areas within the financial sector where we expect to see faster than expected deterioration in loan loss provisions.,0
"For starters, we envision tougher sledding for certain financial institutions in Canada and Australia, as many of the mortgages in those countries are floating rate ( Exhibit 14 ).",0
"House prices are also likely to slip further in 2023; at the same time, higher payment rates on mortgages will coincide with slowing nominal GDP growth.",0
"Conversely, Japanese banks would benefit mightily if global GDP does not slow but inflation does ease.",0
"Meanwhile, we think that old parts of commercial office space will likely create some angst as debt for large scale office complexes matures in 2023 and 2024.",0
PAN (SAME) Goods as consumer spending shifts to Services .,0
"As the economy cools and consumers shift their focus back towards experiences over things, we envision that the Goods sector, including the distributors of retail products, could face significant headwinds.",0
" 14 WWW.KKR.COM INSIGHTS: OUTLOOK FOR 2023: KEEP IT SIMPLE as we suggested in our midyear outlook, we still see private label taking aggressive market share from branded products.",0
PAN (NEW) Segments of Commercial Real Estate may face incremental headwinds in 2023.,0
"In our view, certain parts of the traditional Office sector could face challenges in 2023, especially older properties that 1) do not have environmentally friendly footprints; 2) will need to roll their debt at higher rates; and 3) are exposed to sectors that face significant headcount reductions or work from home headwinds (e.g., large parts of the Technology sector).",0
"There is also growing concern that some banks may foreclose on office buildings at reduced prices, which could reset the entire market for commodity office buildings.",0
"Do not get us wrong, though, there are significant opportunities in Office Real Estate and we are actually believers in back to work, but one needs to be eyes wide open that using the old playbook will not yield the same results as in the past.",0
"To this end, we think a significant opportunity exists in buying high quality new assets at discounts to replacement costs in high growth markets, especially as market participants may sell assets to deleverage other parts of their portfolios.",0
"PAN (NEW) Interest rate volatility is now overstated and should be sold, particularly at the front end of the curve.",0
"Key to our thinking: the fed funds futures market will not experience a 400 basis point surprise in 2023 the way it did in 2022, and bond yields and term premia are now much closer to our targets.",0
"Against this backdrop, hedging against higher interest rates entails a more nuanced tradeoff, in our opinion, while securities with built-in call risk such as MBS should become more appealing.",0
"In terms of risks to our overall outlook, there are four major risks where we are focused: Risk #1: Growth Slows Sharply Towards More of a 2008- Type Downturn.",0
Our forecasts are predicated on growth slowing but not collapsing in a 2008-like fashion.,0
"One can see this in Exhibits 22 and 23 , respectively.",1
"There are three things to consider, we believe.",1
"First, we forecast unemployment increasing by 1.4% point trough to peak today, more akin to the 1.9% increase in 2001 compared to 2008 when unemployment surged 5.1%.",0
"Second, we also do not see the banks needing to de-leverage as much as they did during the GFC.",0
"Most leverage levels are at 10-12x, not 20-30x.",1
"Finally, we do not think that underlying equity in mortgages gets impaired, given better underwriting, tighter supply, and more equity in each deal.",0
"To be sure, we have house prices falling five percent in 2023 ( Exhibit 113) , down from 14% appreciation in 2022, but we do not forecast a major collapse in major economies such as the YOU.S, France and Germany ( Exhibit 14) .",0
"So, if the environment becomes much worse than we anticipate and we experience 2008-like stresses to the system, then our decision to steadily add risk during 2023 could be the wrong one.",0
"Exhibit 13 The Labor Market for Working Individuals 25-54 Remains Tight, Especially in Services 59.5% 61.5% 63.5% 65.5% 67.5% 79.5% 80.5% 81.5% 82.5% 83.5% '05 '07 '10 '12 '15 '17 '20 '22 Labor Force Participation Rate, % 25-54 Year Olds (LHS) Total (RHS) Data as at December 2, 2022.",0
"Source: YOU.S. Bureau of Labor Statistics, Haver Analytics.",1
"Do not get us wrong, though, there are significant opportunities in Office Real Estate and we are actually believers in back to work, but one needs to be eyes wide open that using the old playbook will not yield the same results as in the past.",0
" WWW.KKR.COM 15 INSIGHTS: OUTLOOK FOR 2023: KEEP IT SIMPLE Exhibit 14 While Mortgage Rates Have Increased, the Fixed Rate Component Should Help YOU.S. Consumers Weather the Storm Better Than Some of Their Global Peers 0 10 20 30 40 50 60 70 80 90 100 Finland Norway Australia Sweden Canada Spain Italy Denmark Germany UK France YOU.S. Mortgage Market Gross Issuance Breakdown by Interest Rate Type, 2021 or Latest Available Fixed-Non-Europe Long-Term Fixed (>10Yr) Medium Term Fixed (5Yr-10Yr) Short-Term Fixed (1Yr-5Yr) Variable Rate (up to 1-Yr Initial Rate Fixation Data as at December 31, 2021.",0
"Source: European Mortgage Federation, FHFA, Australian Bureau of Statistics, Bank of Canada, Deutsche Bank estimates.",1
"Risk #2: We Go Back to Secular Disinflation (i.e., 2010- 2020).",0
"Our macro calls as well as our asset allocation positioning could be out of whack if inflation crashes towards pre-pandemic levels (i.e., we go back to the lower left quadrant in Exhibit 16 ).",0
"If this happens, then the right playbook is to go back to what worked in 2010-2016 (average inflation during this period was just 1.6%).",0
"Said differently, if there is not a higher resting heart rate for inflation this cycle, then investors should lean into high growth, low cash flowing equities with big total addressable markets (TAMs), and/or own super long duration fixed income.",0
"However, given that we see wages being stickier this cycle amidst strong demand for 25-54 year old workers ( Exhibit 13 ), we ascribe less than a one in five chance to this outcome.",0
"Exhibit 15 While Not Our Base Case, We Are Watching to Make Sure That Global Central Banks Do Not Tighten Us Back Into a Low Growth, Low Inflation Environment -2000 -1500 -1000 -500 0 500 1000 1500 2000 2500 3000 3500 4000 4500 5000 5500 09 10 11 12 13 14 15 16 17 18 19 20 21 22 23 24 BoE ECB BoJ Fed Total Global Central Bank Security Purchases 12m Rolling US$B Data as at September 30, 2022.",0
"Source: Citigroup, Federal Reserve, ECB, Bank of Japan, Bank of England, and Haver Analytics.",1
"Exhibit 16 While 2023 Should Be a Lower Inflation Environment, We Believe a Regime Change Has Occurred INFLATION High High Low Low 2010-2016 2022-2026 2021 2017-2019 GROWTH Data as at May 20, 2022.",0
Source: KKR Global Macro & Asset Allocation analysis.,1
"Moreover, as we look at the bigger picture, our base view is that macro fat tails are narrowing, not widening, as we enter 2023.",0
 16 WWW.KKR.COM INSIGHTS: OUTLOOK FOR 2023: KEEP IT SIMPLE Risk #3: The Fed Needs to Do Substantially More to Control Inflation.,0
"Our current base case expects the real fed funds rate (i.e., fed funds Y/y CPI) to rise to just above two percent in 2024 ( Exhibit 17 ).",0
"That forecast is materially higher than the peak of about 80 basis points on a quarterly basis during the last Fed hiking cycle, but lower than the median peak over the last sixty years (which is actually around three percent or more).",0
"Indeed, history would suggest that the Fed may end up delivering more tightening than we currently expect in order to control inflation in 2023, particularly given the fact that wage growth remains high and consumer inflation expectations remain elevated.",0
"If we are wrong about how high rates need to go this cycle to quell strong wage growth (i.e., if real rates need to rise above two percent), it could materially dent the outlook for all risk assets.",0
"However, we see the chance of this occurring at less than one in four; moreover, there are several ways to hedge these considerations in a cost-efficient manner, including through fed funds futures.",0
"Moreover, as we look at the bigger picture, our base view is that macro fat tails are narrowing, not widening, as we enter 2023.",0
"As such, we think the possibility of very low inflation, really high inflation, or a 2008-type event is fading, not increasing.",0
"So against this backdrop, our message is to thoughtfully lean into risk using a disciplined deployment schedule, sound portfolio construction, and ample diversification across asset classes and regions in 2023.",0
Exhibit 17 We Think the Real Fed Funds Rate Will Peak Out at Around Two Percent This Cycle.,0
"If the Fed Returns to a More Hawkish Approach, the Tightening Cycle Will Be Much Harsher Than We Are Currently Forecasting 2.3% 2.7% 3.5% 3.4% 9.5% 5.8% 3.3% 3.0% 3.2% 0.8% 2.1% Mid '50s Late '50s '60s Early '70s Volcker Late '80s Mid '90s Late '90s Pre-GFC Pre-COVID Post-COVID Peak Real Fed Funds Rate During Fed Hiking Cycles, % Median Data as at November 30, 2022.",0
"Source: Bloomberg, KKR Global Macro & Asset Allocation analysis.",1
Exhibit 18 The Value of the Illiquidity Premium Tends to Go Up in Bumpy Markets 10.7% 7.5% 6.1% 3.9% 0.7% < -5% -5% to 5% 5% to 10% 10% to 15% > 15% Average 3-Year Annualized Excess Total Return of YOU.S.Private Equity Relative to S&P 500 in Various Public Market Return Regimes S&P 500 3yr Annualized Total Return Where we are headed Where we were Data Observation Period = 1Q86-2Q22.,0
"Data as at December 6, 2022.",1
"Source: Cambridge Associates, S&P, KKR Global Macro & Asset Allocation analysis.",1
"If we are wrong about how high rates need to go this cycle to quell strong wage growth (i.e., if real rates need to rise above two percent), it could materially dent the outlook for all risk assets.",0
"However, we see the chance see the chance of this occurring at less than one in four.",0
" WWW.KKR.COM 17 INSIGHTS: OUTLOOK FOR 2023: KEEP IT SIMPLE Exhibit 19 We Think That Less Tightening by Global Central Banks Could Be Helpful for Our Credit Call in 2023 84% 12% 2022 2023 % of Top 25 Global Central Banks Tightening Data as at November 30, 2022.",0
"Source: Bloomberg, KKR Global Macro & Asset Allocation analysis.",1
"Risk #4: Heightened Geopolitical/Political Risks Harking back to Adam Smiths famous work, it feels to us that we have entered an era where the visible hand of politics and geopolitics appears to be quickly overpowering the invisible hand that defined increased economic globalization/harmony during the past few decades.",0
"Indeed, throughout the world (YOU.S., Europe, China), nations that have for a generation maintained legitimacy and support by delivering strong economic growth in part via cheap money, energy, and labor are now entering eras where all of these inputs are more expensive at a time when institutional legitimacy is at an all-time low and populism is high.",0
"Moreover, this backdrop is occurring at a moment of heightened geopolitical tensions.",0
"This combination will likely mean more unexpected political outcomes such as government shutdowns as well as more changes in approaches to government (e.g., Brexit); it also means much more FDI scrutiny and possible restrictions.",0
"On the one hand, there are real opportunities to invest as nations build domestic energy, semiconductor, and other supply chains.",0
"To this end, we remain quite bullish on our Resiliency/Security of Everything thesis, including the benefits of reshoring.",0
"On the other hand, investors will need a sharper domestic political and geopolitical lens for all investments in this new era of great power competition.",0
Section I: Global / Regional Economic Forecasts Global Our message on growth and inflation for much of the developed world remains largely the same as in prior years.,0
"Specifically, we continue to expect slowing growth and higher inflation than many developed economies experienced during the post-GFC era.",0
What has changed is that consensus has now chopped a lot of wood in catching down to this new reality.,0
"As a result, we enter 2023 with greater optimism that our conservative bent towards a de- rating of growth expectations is now more likely in the price.",0
